group,category_name,category_name_full,reference,name,filename,min_wavelength,max_wavelength,filename_no_ext
main,BeAl2O4,"BeAl<sub>2</sub>O<sub>4</sub> (Beryllium aluminate, chrysoberyl)",Walling-α,Walling et al. 1980: n(α) 0.25–2.6 µm,main/BeAl2O4/Walling-alpha.yml,0.25,2.6,Walling-alpha
main,BeAl2O4,"BeAl<sub>2</sub>O<sub>4</sub> (Beryllium aluminate, chrysoberyl)",Walling-β,Walling et al. 1980: n(β) 0.25–2.6 µm,main/BeAl2O4/Walling-beta.yml,0.25,2.6,Walling-beta
main,BeAl2O4,"BeAl<sub>2</sub>O<sub>4</sub> (Beryllium aluminate, chrysoberyl)",Walling-γ,Walling et al. 1980: n(γ) 0.25–2.6 µm,main/BeAl2O4/Walling-gamma.yml,0.25,2.6,Walling-gamma
main,BeAl6O10,"BeAl<sub>6</sub>O<sub>10</sub> (Beryllium hexaaluminate, BHA)",Pestryakov-α,Pestryakov et al. 1997: n(α) 0.43–1.1 µm,main/BeAl6O10/Pestryakov-alpha.yml,0.43,1.1,Pestryakov-alpha
main,BeAl6O10,"BeAl<sub>6</sub>O<sub>10</sub> (Beryllium hexaaluminate, BHA)",Pestryakov-β,Pestryakov et al. 1997: n(β) 0.43–1.1 µm,main/BeAl6O10/Pestryakov-beta.yml,0.43,1.1,Pestryakov-beta
main,BeAl6O10,"BeAl<sub>6</sub>O<sub>10</sub> (Beryllium hexaaluminate, BHA)",Pestryakov-γ,Pestryakov et al. 1997: n(γ) 0.43–1.1 µm,main/BeAl6O10/Pestryakov-gamma.yml,0.43,1.1,Pestryakov-gamma
main,CaGdAlO4,"CaGdAlO<sub>4</sub> (Calcium gadolinium aluminate, CALGO)",Loiko-o,Loiko et al. 2017: n(o) 0.35–2.1 µm,main/CaGdAlO4/Loiko-o.yml,0.35,2.1,Loiko-o
main,CaGdAlO4,"CaGdAlO<sub>4</sub> (Calcium gadolinium aluminate, CALGO)",Loiko-e,Loiko et al. 2017: n(e) 0.35–2.1 µm,main/CaGdAlO4/Loiko-e.yml,0.35,2.1,Loiko-e
main,CaYAlO4,"CaYAlO<sub>4</sub> (Calcium yttrium aluminate, CALYO)",Loiko-o,Loiko et al. 2017: n(o) 0.35–2.1 µm,main/CaYAlO4/Loiko-o.yml,0.35,2.1,Loiko-o
main,CaYAlO4,"CaYAlO<sub>4</sub> (Calcium yttrium aluminate, CALYO)",Loiko-e,Loiko et al. 2017: n(e) 0.35–2.1 µm,main/CaYAlO4/Loiko-e.yml,0.35,2.1,Loiko-e
main,Lu3Al5O12,"Lu<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Lutetium aluminium garnet, LuAG)",Hrabovsky,Hrabovský et al. 2021: n 0.193–1.69 µm,main/Lu3Al5O12/Hrabovsky.yml,0.193,1.69,Hrabovsky
main,MgAl2O4,"MgAl<sub>2</sub>O<sub>4</sub> (Magnesium aluminate, spinel)",Tropf,Tropf and Thomas 1991: n 0.35–5.5 µm,main/MgAl2O4/Tropf.yml,0.35,5.5,Tropf
main,Y3Al5O12,"Y<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Yttrium aluminium garnet, YAG)",Zelmon,Zelmon et al. 1998: n 0.4–5.0 µm,main/Y3Al5O12/Zelmon.yml,0.4,5.0,Zelmon
main,Y3Al5O12,"Y<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Yttrium aluminium garnet, YAG)",Hrabovsky,Hrabovský et al. 2021: n 0.193–1.69 µm,main/Y3Al5O12/Hrabovsky.yml,0.193,1.69,Hrabovsky
main,Y3Al5O12,"Y<sub>3</sub>Al<sub>5</sub>O<sub>12</sub> (Yttrium aluminium garnet, YAG)",Bond,Bond 1965: n 0.4–4.0 µm,main/Y3Al5O12/Bond.yml,0.4,4.0,Bond
main,CdGeAs2,CdGeAs<sub>2</sub> (Cadmium germanium arsenide),Boyd-o,Boyd et al. 1972: n(o) 2.4–11.5 µm,main/CdGeAs2/Boyd-o.yml,2.4,11.5,Boyd-o
main,CdGeAs2,CdGeAs<sub>2</sub> (Cadmium germanium arsenide),Boyd-e,Boyd et al. 1972: n(e) 2.4–11.5 µm,main/CdGeAs2/Boyd-e.yml,2.4,11.5,Boyd-e
main,ZnSiAs2,ZnSiAs<sub>2</sub> (Zinc silicon arsenide),Boyd-o,Boyd et al. 1972: n(o) 0.7–11.5 µm,main/ZnSiAs2/Boyd-o.yml,0.7,11.5,Boyd-o
main,ZnSiAs2,ZnSiAs<sub>2</sub> (Zinc silicon arsenide),Boyd-e,Boyd et al. 1972: n(e) 0.7–11.5 µm,main/ZnSiAs2/Boyd-e.yml,0.7,11.5,Boyd-e
main,B,B (Boron),Fernandez-Perea,"Fernández-Perea et al. 2007: n,k 0.00138–0.181 µm",main/B/Fernandez-Perea.yml,0.001378047,0.180999976,Fernandez-Perea
main,BaB2O4,"BaB<sub>2</sub>O<sub>4</sub> (Barium borate, BBO)",Eimerl-o,Eimerl et al. 1987: n(o) 0.22–1.06 µm,main/BaB2O4/Eimerl-o.yml,0.22,1.06,Eimerl-o
main,BaB2O4,"BaB<sub>2</sub>O<sub>4</sub> (Barium borate, BBO)",Eimerl-e,Eimerl et al. 1987: n(e) 0.22–1.06 µm,main/BaB2O4/Eimerl-e.yml,0.22,1.06,Eimerl-e
main,BaB2O4,"BaB<sub>2</sub>O<sub>4</sub> (Barium borate, BBO)",Tamosauskas-o,"Tamošauskas et al. 2018: n(o),k 0.188–5.2 µm",main/BaB2O4/Tamosauskas-o.yml,0.188,5.2,Tamosauskas-o
main,BaB2O4,"BaB<sub>2</sub>O<sub>4</sub> (Barium borate, BBO)",Tamosauskas-e,"Tamošauskas et al. 2018: n(e),k 0.188–5.2 µm",main/BaB2O4/Tamosauskas-e.yml,0.188,5.2,Tamosauskas-e
main,BaB2O4,"BaB<sub>2</sub>O<sub>4</sub> (Barium borate, BBO)",Zhang-o,Zhang et al. 2000: n(o) 0.64–3.18 µm,main/BaB2O4/Zhang-o.yml,0.64,3.18,Zhang-o
main,BaB2O4,"BaB<sub>2</sub>O<sub>4</sub> (Barium borate, BBO)",Zhang-e,Zhang et al. 2000: n(e) 0.64–3.18 µm,main/BaB2O4/Zhang-e.yml,0.64,3.18,Zhang-e
main,BiB3O6,"BiB<sub>3</sub>O<sub>6</sub> (Bismuth triborate, BiBO)",Umemura-α,Umemura et al. 2007: n(α) 0.48–3.1 µm,main/BiB3O6/Umemura-alpha.yml,0.48,3.1,Umemura-alpha
main,BiB3O6,"BiB<sub>3</sub>O<sub>6</sub> (Bismuth triborate, BiBO)",Umemura-β,Umemura et al. 2007: n(β) 0.48–3.1 µm,main/BiB3O6/Umemura-beta.yml,0.48,3.1,Umemura-beta
main,BiB3O6,"BiB<sub>3</sub>O<sub>6</sub> (Bismuth triborate, BiBO)",Umemura-γ,Umemura et al. 2007: n(γ) 0.48–3.1 µm,main/BiB3O6/Umemura-gamma.yml,0.48,3.1,Umemura-gamma
main,LiB3O5,"LiB<sub>3</sub>O<sub>5</sub> (Lithium triborate, LBO)",Chen-α,Chen et al. 1989: n(α) 0.289–1.06 µm,main/LiB3O5/Chen-alpha.yml,0.2894,1.064,Chen-alpha
main,LiB3O5,"LiB<sub>3</sub>O<sub>5</sub> (Lithium triborate, LBO)",Chen-β,Chen et al. 1989: n(β) 0.289–1.06 µm,main/LiB3O5/Chen-beta.yml,0.2894,1.064,Chen-beta
main,LiB3O5,"LiB<sub>3</sub>O<sub>5</sub> (Lithium triborate, LBO)",Chen-γ,Chen et al. 1989: n(γ) 0.289–1.06 µm,main/LiB3O5/Chen-gamma.yml,0.2894,1.064,Chen-gamma
main,CsLiB6O10,"CsLiB<sub>6</sub>O<sub>10</sub> (Cesium lithium borate, CLBO)",Sasaki-o,Sasaki et al. 2003: n(o) 0.19–2.75 µm,main/CsLiB6O10/Sasaki-o.yml,0.19,2.75,Sasaki-o
main,CsLiB6O10,"CsLiB<sub>6</sub>O<sub>10</sub> (Cesium lithium borate, CLBO)",Sasaki-e,Sasaki et al. 2003: n(e) 0.19–2.75 µm,main/CsLiB6O10/Sasaki-e.yml,0.19,2.75,Sasaki-e
main,LuAl3(BO3)4,"LuAl<sub>3</sub>(BO<sub>3</sub>)<sub>4</sub> (Lutetium aluminium borate, LuAB)",Fang-o,Fang et al. 2013: n(o) 0.266–1.34 µm,main/LuAl3(BO3)4/Fang-o.yml,0.266,1.338,Fang-o
main,LuAl3(BO3)4,"LuAl<sub>3</sub>(BO<sub>3</sub>)<sub>4</sub> (Lutetium aluminium borate, LuAB)",Fang-e,Fang et al. 2013: n(e) 0.266–1.34 µm,main/LuAl3(BO3)4/Fang-e.yml,0.266,1.338,Fang-e
main,Be,Be (Beryllium),Rakic-BB,"Rakić et al. 1998: Brendel-Bormann model; n,k 0.248–62.0 µm",main/Be/Rakic-BB.yml,0.24797,61.992,Rakic-BB
main,Be,Be (Beryllium),Rakic-LD,"Rakić et al. 1998: Lorentz-Drude model; n,k 0.248–62.0 µm",main/Be/Rakic-LD.yml,0.24797,61.992,Rakic-LD
main,Be,Be (Beryllium),Svechnikov,"Svechnikov et al. 2020: n,k 0.00496–0.0608 µm",main/Be/Svechnikov.yml,0.00495937,0.0607766,Svechnikov
main,AgBr,AgBr (Silver bromide),Schröter,Schröter 1931: n 0.495–0.67 µm,main/AgBr/Schroter.yml,0.495,0.67,Schroter
main,CsBr,CsBr (Cesium bromide),Li,Li 1976: n 0.21–55 µm; 20 °C,main/CsBr/Li.yml,0.21,55.0,Li
main,CsBr,CsBr (Cesium bromide),Querry,"Querry 1987: n,k 0.213–149 µm",main/CsBr/Querry.yml,0.213,149.2537,Querry
main,CsBr,CsBr (Cesium bromide),Rodney,Rodney and Spindler 1953: n 0.365–39 µm; 27 °C,main/CsBr/Rodney.yml,0.365,39.0,Rodney
main,KBr,KBr (Potassium bromide),Li,Li 1976: n 0.20–42 µm,main/KBr/Li.yml,0.2,42.0,Li
main,LiBr,LiBr (Lithium bromide),Li,Li 1976: n 0.21–20 µm,main/LiBr/Li.yml,0.21,20.0,Li
main,NaBr,NaBr (Sodium bromide),Li,Li 1976: n 0.21–34 µm,main/NaBr/Li.yml,0.21,34.0,Li
main,RbBr,RbBr (Rubidium bromide),Li,Li 1976: n 0.21–50 µm,main/RbBr/Li.yml,0.21,50.0,Li
main,TlBr,TlBr (Thallium bromide),Palik,Palik 1985: n 0.57–39.4 µm,main/TlBr/Palik.yml,0.57,39.4,Palik
main,TlBr,TlBr (Thallium bromide),Schroter,Schröter 1931: n 0.54–0.65 µm,main/TlBr/Schroter.yml,0.54,0.65,Schroter
main,B4C,B<sub>4</sub>C (Boron carbide),Larruquert,"Larruquert et al. 2012: n,k 0.001738–21.54 µm",main/B4C/Larruquert.yml,0.001737709,21.53810759,Larruquert
main,TiC,TiC (Titanium carbide),Pfluger,"Pflüger et al. 1984: n,k 0.0311–2.48 µm",main/TiC/Pfluger.yml,0.03107,2.4797,Pfluger
main,VC,VC (Vanadium carbide),Pfluger,"Pflüger et al. 1984: n,k 0.0311–2.48 µm",main/VC/Pfluger.yml,0.03107,2.4797,Pfluger
main,CaCO3,"CaCO<sub>3</sub> (Calcium carbonate, Calcite)",Ghosh-o,Ghosh 1999: n(o) 0.204–2.172 µm,main/CaCO3/Ghosh-o.yml,0.204,2.172,Ghosh-o
main,CaCO3,"CaCO<sub>3</sub> (Calcium carbonate, Calcite)",Ghosh-e,Ghosh 1999: n(e) 0.204–2.172 µm,main/CaCO3/Ghosh-e.yml,0.204,2.172,Ghosh-e
main,CaMg(CO3)2,"CaMg(CO<sub>3</sub>)<sub>2</sub> (Calcium magnesium carbonate, Dolomite)",Querry-o,"Querry 1987: n,k(o) 2.5–40 µm",main/CaMg(CO3)2/Querry-o.yml,2.5,40.0,Querry-o
main,CaMg(CO3)2,"CaMg(CO<sub>3</sub>)<sub>2</sub> (Calcium magnesium carbonate, Dolomite)",Querry-e,"Querry 1987: n,k(e) 2.5–50 µm",main/CaMg(CO3)2/Querry-e.yml,2.5,50.0,Querry-e
main,Ca,Ca (Calcium),Mathewson,"Mathewson and Myers 1971: n,k 0.340–1.65 µm",main/Ca/Mathewson.yml,0.33968,1.65312,Mathewson
main,Ca,Ca (Calcium),Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2015: n,k 0.00123–0.316 µm",main/Ca/Rodriguez-de Marcos.yml,0.001233674,0.316348631,Rodriguez-de Marcos
main,Ce,Ce (Cerium),Fernandez-Perea,"Fernández-Perea et al. 2008: n,k 0.00103–0.207 µm",main/Ce/Fernandez-Perea.yml,0.00103238,0.206638625,Fernandez-Perea
main,AgCl,AgCl (Silver chloride),Tilton,Tilton et al. 1950: n 0.578–20.6 µm,main/AgCl/Tilton.yml,0.578,20.6,Tilton
main,CsCl,CsCl (Cesium chloride),Li,Li 1976: n 0.18–40 µm,main/CsCl/Li.yml,0.18,40.0,Li
main,CuCl,CuCl (Cuprous chloride),Feldman,Feldman and Horowitz 1969: n 0.43–2.5 µm,main/CuCl/Feldman.yml,0.43,2.5,Feldman
main,KCl,KCl (Potassium chloride),Li,Li 1976: n 0.18–35 µm,main/KCl/Li.yml,0.18,35.0,Li
main,KCl,KCl (Potassium chloride),Querry,"Querry 1987: n,k 0.22–167 µm",main/KCl/Querry.yml,0.22,166.6667,Querry
main,LiCl,LiCl (Lithium chloride),Li,Li 1976: n 0.17–16 µm,main/LiCl/Li.yml,0.17,16.0,Li
main,NaCl,NaCl (Sodium chloride),Li,Li 1976: n 0.20–30 µm,main/NaCl/Li.yml,0.2,30.0,Li
main,NaCl,NaCl (Sodium chloride),Querry,"Querry 1987: n,k 0.22–167 µm",main/NaCl/Querry.yml,0.22,166.6667,Querry
main,RbCl,RbCl (Rubidium chloride),Li,Li 1976: n 0.18–40 µm,main/RbCl/Li.yml,0.18,40.0,Li
main,TlCl,TlCl (Thallium chloride),Schroter,Schröter 1931: n 0.43–0.66 µm,main/TlCl/Schroter.yml,0.43,0.66,Schroter
main,Cs,Cs (Caesium),Smith,"Smith 1970: n,k 0.313–2.42 µm",main/Cs/Smith.yml,0.312539,2.421566,Smith
main,Cs,Cs (Caesium),Monin,"Monin and Boutry 1974: n,k 0.254–0.620 µm; 195 K",main/Cs/Monin.yml,0.2536,0.62,Monin
main,Cs,Cs (Caesium),Whang,"Whang et al. 1971: n,k 0.129–0.344 µm",main/Cs/Whang.yml,0.1294,0.3444,Whang
main,Cs,Cs (Caesium),Ives,"Ives and Briggs 1937: n,k 0.254–0.578 µm",main/Cs/Ives.yml,0.2536,0.578,Ives
main,Er,Er (Erbium),Larruquert,"Larruquert et al. 2011: n,k 0.000784–0.383 µm",main/Er/Larruquert.yml,0.000783614,0.382667245,Larruquert
main,Eu,Eu (Europium),Fernandez-Perea,"Fernández-Perea et al. 2008: n,k 0.000883–0.149 µm",main/Eu/Fernandez-Perea.yml,0.000882651,0.149199984,Fernandez-Perea
main,BaF2,BaF<sub>2</sub> (Barium fluoride),Kaiser,"Kaiser et al. 1964: n,k 10–80 µm",main/BaF2/Kaiser.yml,10.0,80.0,Kaiser
main,BaF2,BaF<sub>2</sub> (Barium fluoride),Querry,"Querry 1987: n,k 0.220–167 µm",main/BaF2/Querry.yml,0.22,166.6667,Querry
main,BaF2,BaF<sub>2</sub> (Barium fluoride),Li,Li 1980: n 0.15–15.0 µm,main/BaF2/Li.yml,0.15,15.0,Li
main,BaF2,BaF<sub>2</sub> (Barium fluoride),Malitson,Malitson 1964: n 0.265–10.3 µm,main/BaF2/Malitson.yml,0.2652,10.346,Malitson
main,CaF2,CaF<sub>2</sub> (Calcium fluoride),Malitson,Malitson 1963: n 0.23–9.7 µm; 24 °C,main/CaF2/Malitson.yml,0.23,9.7,Malitson
main,CaF2,CaF<sub>2</sub> (Calcium fluoride),Daimon-20,Daimon and Masumura 2002: n 0.138–2.326 µm; 20 °C,main/CaF2/Daimon-20.yml,0.138,2.326,Daimon-20
main,CaF2,CaF<sub>2</sub> (Calcium fluoride),Daimon-25,Daimon and Masumura 2002: n 0.138–2.326 µm; 25 °C,main/CaF2/Daimon-25.yml,0.138,2.326,Daimon-25
main,CaF2,CaF<sub>2</sub> (Calcium fluoride),Li,Li 1980: n 0.15–12.0 µm; 20 °C,main/CaF2/Li.yml,0.15,12.0,Li
main,CaF2,CaF<sub>2</sub> (Calcium fluoride),Kaiser,"Kaiser et al. 1964: n,k 10–80 µm",main/CaF2/Kaiser.yml,10.0,80.0,Kaiser
main,CeF3,CeF<sub>3</sub> (Cerium trifluoride),Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2017: n,k 0.03–2.0 µm",main/CeF3/Rodriguez-de Marcos.yml,0.0297987,2.017,Rodriguez-de Marcos
main,CsF,CsF (Cesium fluoride),Li,Li 1976: n 0.15–30 µm,main/CsF/Li.yml,0.15,30.0,Li
main,KF,KF (Potassium fluoride),Li,Li 1976: n 0.15–22 µm,main/KF/Li.yml,0.15,22.0,Li
main,LiF,LiF (Lithium fluoride),Li,Li 1976: n 0.10–11 µm,main/LiF/Li.yml,0.1,11.0,Li
main,LiCaAlF6,"LiCaAlF<sub>6</sub> (Lithium calcium aluminum fluoride, LiCAF)",Woods-o,Woods et al. 1991: n(o) 0.4–1.0 µm,main/LiCaAlF6/Woods-o.yml,0.4,1.0,Woods-o
main,LiCaAlF6,"LiCaAlF<sub>6</sub> (Lithium calcium aluminum fluoride, LiCAF)",Woods-e,Woods et al. 1991: n(e) 0.4–1.0 µm,main/LiCaAlF6/Woods-e.yml,0.4,1.0,Woods-e
main,NaF,NaF (Sodium fluoride),Li,Li 1976: n 0.15–17 µm,main/NaF/Li.yml,0.15,17.0,Li
main,PbF2,PbF<sub>2</sub> (Lead difluoride),Malitson,Malitson and Dodge 1969: n 0.3–11.9 µm,main/PbF2/Malitson.yml,0.3,11.9,Malitson
main,RbF,RbF (Rubidium fluoride),Li,Li 1976: n 0.15–25 µm,main/RbF/Li.yml,0.15,25.0,Li
main,SF6,SF<sub>6</sub6> (Sulphur hexafluoride),Vukovic,Vukovic et al. 1996: n 0.6–1.3 µm,main/SF6/Vukovic.yml,0.6,1.3,Vukovic
main,SrF2,SrF<sub>2</sub> (Strontium fluoride),Kaiser,"Kaiser et al. 1964: n,k 10–80 µm",main/SrF2/Kaiser.yml,10.0,80.0,Kaiser
main,SrF2,SrF<sub>2</sub> (Strontium fluoride),Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2013: n,k 0.001582–682.2 µm",main/SrF2/Rodriguez-de Marcos.yml,0.001582488,682.162027,Rodriguez-de Marcos
main,SrF2,SrF<sub>2</sub> (Strontium fluoride),Li,Li 1980: n 0.15–12.0 µm,main/SrF2/Li.yml,0.15,14.0,Li
main,SrF2,SrF<sub>2</sub> (Strontium fluoride),Feldman,Feldman et al. 1978: n 0.21–11.5 µm,main/SrF2/Feldman.yml,0.21,11.5,Feldman
main,ThF4,ThF<sub>4</sub> (Thorium tetrafluoride),Heitmann,Heitmann and Ritter 1976: n 0.26–0.76 µm,main/ThF4/Heitmann.yml,0.26,0.76,Heitmann
main,YbF3,YbF3 (Ytterbium trifluoride),Amotchkina,"Amotchkina et al, 2020: Thin film; n 0.4–14 µm, k 9.0–14 µm",main/YbF3/Amotchkina.yml,9.0168,13.975,Amotchkina
main,YLiF4,"YLiF<sub>4</sub> (Yttrium lithium fluoride, YLF)",Barnes-o,Barnes and Gettemy 1980: n(o) 0.225–2.6 µm,main/YLiF4/Barnes-o.yml,0.225,2.6,Barnes-o
main,YLiF4,"YLiF<sub>4</sub> (Yttrium lithium fluoride, YLF)",Barnes-e,Barnes and Gettemy 1980: n(e) 0.225–2.6 µm,main/YLiF4/Barnes-e.yml,0.225,2.6,Barnes-e
main,BiFeO3,"BiFeO3 (Bismuth ferrite, BFO)",Kumar,"Kumar et al. 2008: n 0.197–1.67 µm, k 0.197–0.576 µm",main/BiFeO3/Kumar.yml,0.19706,1.6693,Kumar
main,Bi4Ge3O12,"Bi<sub>4</sub>Ge<sub>3</sub>O<sub>12</sub> (Bismuth germanate, BGO)",Williams,Williams et al. 1996: n 0.305–1.0 µm,main/Bi4Ge3O12/Williams.yml,0.305,1.0,Williams
main,Bi12GeO20,"Bi<sub>12</sub>GeO<sub>20</sub> (Bismuth germanate, BGO)",Simon,Simon et al. 1997: n 0.45–0.70 µm,main/Bi12GeO20/Simon.yml,0.45,0.7,Simon
main,Pb5Ge3O11,"Pb<sub>5</sub>Ge<sub>3</sub>O<sub>11</sub> (Lead germanate, PGO)",Simon-o,Simon et al. 1997: n(o) 0.45–0.70 µm,main/Pb5Ge3O11/Simon-o.yml,0.45,0.7,Simon-o
main,Pb5Ge3O11,"Pb<sub>5</sub>Ge<sub>3</sub>O<sub>11</sub> (Lead germanate, PGO)",Simon-e,Simon et al. 1997: n(e) 0.45–0.70 µm,main/Pb5Ge3O11/Simon-e.yml,0.45,0.7,Simon-e
main,H2,H<sub>2</sub> (Hydrogen),Smith,Smith et al. 1976: n 0.168–0.289 µm,main/H2/Smith.yml,0.16797,0.28945,Smith
main,H2,H<sub>2</sub> (Hydrogen),Peck,Peck and Hung 1977: n 0.168–1.695 µm,main/H2/Peck.yml,0.168,1.6945,Peck
main,H2,H<sub>2</sub> (Hydrogen),Koch,Koch 1913: n 0.230–0.546 µm,main/H2/Koch.yml,0.2302,0.5462,Koch
main,D2,D<sub>2</sub> (Deuterium),Weber,Weber: n 0.230–0.579 µm,main/D2/Weber.yml,0.230209,0.579065,Weber
main,NH3,NH<sub>3</sub> (Ammonia),Cuthbertson,Cuthbertson and Cuthbertson 1914: n 0.480–0.671 µm,main/NH3/Cuthbertson.yml,0.47999,0.670785,Cuthbertson
main,MgH2,MgH2 (Magnesium hydride),Palm,"Palm et al. 2018: n,k 0.250–1.68 µm",main/MgH2/Palm.yml,0.250019531,1.684528687,Palm
main,TiH2,TiH2 (Titanium hydride),Palm,"Palm et al. 2018: n,k 0.226–1.68 µm",main/TiH2/Palm.yml,0.226076263,1.684528687,Palm
main,He,He (Helium),Borzsonyi,Börzsönyi et al. 2008: n 0.4–1.0 µm,main/He/Borzsonyi.yml,0.4,1.0,Borzsonyi
main,He,He (Helium),Ermolov,Ermolov et al. 2015: n 0.09–1.00 µm,main/He/Ermolov.yml,0.09,1.0,Ermolov
main,He,He (Helium),Smith,Smith et al. 1976: n 0.168–0.288 µm,main/He/Smith.yml,0.16796,0.28824,Smith
main,He,He (Helium),Mansfield,Mansfield and Peck 1969: n 0.480–2.06 µm,main/He/Mansfield.yml,0.4801,2.0586,Mansfield
main,He,He (Helium),Cuthbertson,Cuthbertson and Cuthbertson 1936: n 0.275–0.546 µm,main/He/Cuthbertson.yml,0.2753,0.5462,Cuthbertson
main,Hf,Hf (Hafnium),Windt,"Windt et al. 1988: n,k 0.00240–0.122 µm",main/Hf/Windt.yml,0.00236,0.12157,Windt
main,Hg,Hg (Mercury),Inagaki,"Inagaki et al. 1981: n,k 0.0636–6.20 µm",main/Hg/Inagaki.yml,0.06358,6.19921,Inagaki
main,Ho,Ho (Holmium),Fernandez-Perea,"Fernández-Perea et al. 2011: n,k 0.000922–0.413 µm",main/Ho/Fernandez-Perea.yml,0.000922369,0.413280625,Fernandez-Perea
main,CsI,CsI (Cesium iodide),Li,Li 1976: n 0.25–67 µm,main/CsI/Li.yml,0.25,67.0,Li
main,CsI,CsI (Cesium iodide),Querry,"Querry 1987: n,k 0.22–167 µm",main/CsI/Querry.yml,0.22,166.6667,Querry
main,CsI,CsI (Cesium iodide),Rodney,Rodney 1955: n 0.2967–50 µm,main/CsI/Rodney.yml,0.2967,50.0,Rodney
main,KI,KI (Potassium iodide),Li,Li 1976: n 0.25–50 µm,main/KI/Li.yml,0.25,50.0,Li
main,LiI,LiI (Lithium iodide),Li,Li 1976: n 0.25–25 µm,main/LiI/Li.yml,0.25,25.0,Li
main,NaI,NaI (Sodium iodide),Jellison,Jellison et al. 2012: n 0.436–0.633 µm,main/NaI/Jellison.yml,0.436,0.633,Jellison
main,NaI,NaI (Sodium iodide),Li,Li 1976: n 0.25–40 µm,main/NaI/Li.yml,0.25,40.0,Li
main,PbI2,PbI2 (Lead iodide),Frisenda,"Frisenda et al. 2017: n,k 0.423–0.794 µm",main/PbI2/Frisenda.yml,0.4234589,0.7935374,Frisenda
main,RbI,RbI (Rubidium iodide),Li,Li 1976: n 0.24–64 µm,main/RbI/Li.yml,0.24,64.0,Li
main,LiIO3,LiIO<sub>3</sub> (Lithium iodate),Umegaki-o,Umegaki et al. 1971: n(o) 0.4–5.7 µm,main/LiIO3/Umegaki-o.yml,0.4,5.7,Umegaki-o
main,LiIO3,LiIO<sub>3</sub> (Lithium iodate),Umegaki-e,Umegaki et al. 1971: n(e) 0.4–5.7 µm,main/LiIO3/Umegaki-e.yml,0.4,5.7,Umegaki-e
main,LiIO3,LiIO<sub>3</sub> (Lithium iodate),Herbst-o,Herbst 1976: n(o) 0.546–5.0 µm,main/LiIO3/Herbst-o.yml,0.5461,5.0,Herbst-o
main,LiIO3,LiIO<sub>3</sub> (Lithium iodate),Herbst-e,Herbst 1976: n(e) 0.546–5.0 µm,main/LiIO3/Herbst-e.yml,0.5461,5.0,Herbst-e
main,In,In (Indium),Mathewson-298K,"Mathewson and Myers 1971: n,k 0.344–1.77 µm; 298 K",main/In/Mathewson-298K.yml,0.3444,1.7712,Mathewson-298K
main,In,In (Indium),Mathewson-140K,"Mathewson and Myers 1971: n,k 0.344–1.77 µm; 140 K",main/In/Mathewson-140K.yml,0.3444,1.7712,Mathewson-140K
main,In,In (Indium),Golovashkin-295K,"Golovashkin et al. 1967: n,k 0.55–10 µm; 295 K",main/In/Golovashkin-295K.yml,0.55,10.0,Golovashkin-295K
main,In,In (Indium),Golovashkin-4.2K,"Golovashkin et al. 1967: n,k 0.55–10 µm; 4.2 K",main/In/Golovashkin-4.2K.yml,0.55,10.0,Golovashkin-4.2K
main,Ir,Ir (Iridium),Windt,"Windt et al. 1988: n,k 0.0024–0.122 µm",main/Ir/Windt.yml,0.00236,0.12157,Windt
main,Ir,Ir (Iridium),Schmitt-ALD,"Schmitt et al. 2022: n,k 0.200–20.0 µm; ALD deposition",main/Ir/Schmitt-ALD.yml,0.2,20.0,Schmitt-ALD
main,Ir,Ir (Iridium),Schmitt-MS,"Schmitt et al. 2022: n,k 0.200–20.0 µm; MS deposition",main/Ir/Schmitt-MS.yml,0.2,20.0,Schmitt-MS
main,Ir,Ir (Iridium),Roberts,"Roberts 1986: n,k 0.250–0.750 µm",main/Ir/Roberts.yml,0.25,0.75,Roberts
main,Ir,Ir (Iridium),Hass-40C,"Hass et al. 1967: n,k 0.005–0.546 µm; deposited at 40 °C",main/Ir/Hass-40C.yml,0.05,0.5461,Hass-40C
main,Ir,Ir (Iridium),Hass-300C,"Hass et al. 1967: n,k 0.005–0.546 µm; deposited at 300 °C",main/Ir/Hass-300C.yml,0.05,0.5461,Hass-300C
main,K,K (Potassium),Smith,"Smith 1969: n,k 0.313–2.24 µm",main/K/Smith.yml,0.312539,2.237982,Smith
main,K,K (Potassium),Monin,"Monin and Boutry 1974: n,k 0.254–0.620 µm; 195 K",main/K/Monin.yml,0.2536,0.62,Monin
main,K,K (Potassium),Whang,"Whang et al. 1972: n,k 0.116–0.315 µm",main/K/Whang.yml,0.116,0.315,Whang
main,K,K (Potassium),Sutherland,Sutherland and Arakawa 1968: n 0.128–0.313 µm,main/K/Sutherland.yml,0.128,0.3131,Sutherland
main,K,K (Potassium),Althoff,"Althoff and Hertz 1967: n,k 2.5–10.15 µm",main/K/Althoff.yml,2.5,10.15,Althoff
main,K,K (Potassium),Ives,"Ives and Briggs 1936: n,k 0.254–0.578 µm",main/K/Ives.yml,0.2536,0.578,Ives
